station,valid, tmpc ,  dwpc ,  drct ,  sknt ,  mslp ,  p01m
ORD,2010-10-26 12:46,19.00,17.00,190.00,24.00,M,2.03
ORD,2010-10-26 12:51,19.40,17.20,210.00,23.00,981.90,2.03
ORD,2010-10-26 13:22,18.00,16.00,220.00,22.00,M,0.51
ORD,2010-10-26 13:41,18.00,13.00,220.00,19.00,M,0.51
ORD,2010-10-26 13:51,16.70,11.70,230.00,30.00,983.60,0.51
ORD,2010-10-26 14:51,15.00,9.40,230.00,22.00,985.00,M
ORD,2010-10-26 15:51,16.10,7.20,230.00,25.00,986.60,M
ORD,2010-10-26 16:51,13.90,7.80,220.00,22.00,987.40,0.00
ORD,2010-10-26 17:51,13.90,5.00,240.00,21.00,988.40,0.00
ORD,2010-10-26 18:51,13.90,5.00,220.00,28.00,988.80,M
ORD,2010-10-26 19:51,13.90,5.00,240.00,24.00,990.00,M
ORD,2010-10-26 20:51,13.90,5.00,230.00,17.00,990.70,M
ORD,2010-10-26 21:51,13.90,5.00,230.00,28.00,992.50,0.00
ORD,2010-10-26 22:51,12.80,3.90,250.00,20.00,994.10,M
ORD,2010-10-26 23:51,12.80,3.30,230.00,20.00,995.10,M
ORD,2010-10-27 00:51,12.80,3.30,220.00,20.00,996.00,M
ORD,2010-10-27 01:51,12.80,3.90,210.00,20.00,996.40,M
ORD,2010-10-27 02:51,12.20,3.90,210.00,19.00,996.90,M
ORD,2010-10-27 03:51,12.20,3.90,210.00,18.00,997.00,M
ORD,2010-10-27 04:51,13.00,3.00,200.00,21.00,M,M
ORD,2010-10-27 05:51,12.80,2.20,200.00,22.00,996.90,M
ORD,2010-10-27 06:51,12.80,2.20,210.00,21.00,997.30,M
ORD,2010-10-27 07:51,12.80,2.20,220.00,21.00,997.90,M
ORD,2010-10-27 08:51,11.70,2.20,210.00,19.00,998.10,M
ORD,2010-10-27 09:51,11.10,2.20,220.00,17.00,998.10,M
ORD,2010-10-27 10:51,11.10,1.70,220.00,20.00,998.40,M
ORD,2010-10-27 11:51,11.10,1.70,220.00,17.00,999.20,M
ORD,2010-10-27 12:51,10.60,1.70,220.00,17.00,999.90,M
ORD,2010-10-27 13:51,11.70,1.10,220.00,16.00,1000.90,M
ORD,2010-10-27 14:51,13.30,-1.10,240.00,17.00,1001.60,M
ORD,2010-10-27 15:51,14.00,-2.00,240.00,17.00,M,M
ORD,2010-10-27 16:51,15.60,-3.30,240.00,22.00,1001.10,M
ORD,2010-10-27 17:51,16.70,-3.30,230.00,17.00,1000.20,M
ORD,2010-10-27 18:51,18.30,-3.90,230.00,30.00,999.50,M
ORD,2010-10-27 19:51,17.20,-2.80,240.00,28.00,1000.00,M
ORD,2010-10-27 20:51,17.20,-3.30,230.00,29.00,1000.80,M
ORD,2010-10-27 21:51,15.60,-0.60,260.00,23.00,1002.00,M
ORD,2010-10-27 22:51,13.30,-0.60,270.00,20.00,1003.30,M
ORD,2010-10-27 23:51,12.20,-1.10,260.00,22.00,1004.80,M
ORD,2010-10-28 00:51,10.00,-1.10,270.00,20.00,1006.40,M
ORD,2010-10-28 01:51,8.90,-1.70,270.00,20.00,1007.10,M
ORD,2010-10-28 02:51,7.20,-2.20,270.00,22.00,1008.00,M
ORD,2010-10-28 03:51,6.10,-0.60,260.00,17.00,1009.00,M
ORD,2010-10-28 04:51,6.10,-0.60,270.00,18.00,1009.70,M
ORD,2010-10-28 05:51,6.10,0.00,260.00,15.00,1010.00,M
ORD,2010-10-28 06:51,6.10,0.00,250.00,17.00,1010.30,M
ORD,2010-10-28 07:41,6.00,1.00,270.00,12.00,M,0.00
ORD,2010-10-28 07:51,5.60,1.10,270.00,13.00,1011.20,0.00
ORD,2010-10-28 08:14,6.00,2.00,260.00,15.00,M,0.00
ORD,2010-10-28 08:30,5.00,2.00,260.00,12.00,M,0.00
ORD,2010-10-28 08:44,6.00,1.00,270.00,13.00,M,0.00
ORD,2010-10-28 08:51,5.60,0.60,270.00,13.00,1011.90,0.00
ORD,2010-10-28 09:51,5.60,0.60,260.00,14.00,1012.90,M
ORD,2010-10-28 10:07,6.00,1.00,280.00,16.00,M,M
ORD,2010-10-28 10:51,5.60,0.60,270.00,14.00,1013.90,M
ORD,2010-10-28 11:51,5.60,0.60,270.00,14.00,1015.20,M
ORD,2010-10-28 12:51,5.60,0.60,260.00,10.00,1016.40,M
ORD,2010-10-28 13:51,6.10,0.00,280.00,14.00,1017.80,M
ORD,2010-10-28 14:51,6.70,-0.60,280.00,14.00,1018.90,M
ORD,2010-10-28 15:51,7.20,0.00,290.00,15.00,1019.80,M
ORD,2010-10-28 16:51,7.20,-0.60,300.00,13.00,1020.60,M
ORD,2010-10-28 17:51,6.70,-0.60,290.00,16.00,1020.70,M
ORD,2010-10-28 18:51,7.20,-1.10,290.00,13.00,1021.10,M
ORD,2010-10-28 19:51,6.70,-0.60,280.00,14.00,1021.70,M
ORD,2010-10-28 20:51,6.70,-0.60,280.00,11.00,1022.40,M
ORD,2010-10-28 21:51,6.70,-0.60,280.00,10.00,1022.80,M
ORD,2010-10-28 22:51,6.10,-0.60,270.00,12.00,1023.40,M
ORD,2010-10-28 23:51,5.60,-1.10,290.00,13.00,1024.70,M
