station,valid, tmpc ,  dwpc ,  drct ,  sknt ,  mslp ,  p01m
CXTO,2010-10-26 21:00,18.70,15.60,M,M,996.60,M
CXTO,2010-10-26 22:00,18.20,17.00,M,M,997.50,2.79
CXTO,2010-10-26 23:00,17.20,16.50,M,M,998.20,1.02
CXTO,2010-10-27 00:00,15.60,15.10,M,M,999.60,1.27
CXTO,2010-10-27 01:00,14.90,14.60,M,M,1000.50,1.27
CXTO,2010-10-27 02:00,14.10,13.40,M,M,1001.20,M
CXTO,2010-10-27 03:00,13.90,12.20,M,M,1002.30,M
CXTO,2010-10-27 04:00,13.30,11.50,M,M,1002.90,M
CXTO,2010-10-27 05:00,13.00,11.50,M,M,1003.50,M
CXTO,2010-10-27 06:00,13.00,11.70,M,M,1003.90,M
CXTO,2010-10-27 07:00,13.30,11.70,M,M,1004.50,M
CXTO,2010-10-27 08:00,13.00,11.30,M,M,1004.90,M
CXTO,2010-10-27 09:00,12.30,10.90,M,M,1005.50,M
CXTO,2010-10-27 10:00,11.80,10.70,M,M,1006.10,M
CXTO,2010-10-27 11:00,12.00,10.80,M,M,1006.60,M
CXTO,2010-10-27 12:00,11.60,10.60,M,M,1007.00,M
CXTO,2010-10-27 13:00,12.10,10.80,M,M,1007.40,M
CXTO,2010-10-27 14:00,13.00,10.80,M,M,1007.70,M
CXTO,2010-10-27 15:00,14.10,10.90,M,M,1007.20,0.76
CXTO,2010-10-27 16:00,15.60,10.40,M,M,1006.90,M
CXTO,2010-10-27 17:00,16.70,9.90,M,M,1006.30,M
CXTO,2010-10-27 18:00,17.20,9.00,M,M,1005.50,M
CXTO,2010-10-27 19:00,17.50,7.60,M,M,1004.80,M
CXTO,2010-10-27 20:00,17.70,7.10,M,M,1004.50,M
CXTO,2010-10-27 21:00,17.10,7.00,M,M,1004.30,M
CXTO,2010-10-27 22:00,16.30,7.80,M,M,1003.80,M
CXTO,2010-10-27 23:00,15.70,7.50,M,M,1003.90,M
CXTO,2010-10-28 00:00,15.10,6.50,M,M,1004.30,M
CXTO,2010-10-28 01:00,14.00,7.60,M,M,1004.70,M
CXTO,2010-10-28 02:00,14.00,7.60,M,M,1004.20,M
CXTO,2010-10-28 03:00,12.90,7.80,M,M,1004.20,M
CXTO,2010-10-28 04:00,13.10,7.80,M,M,1003.80,M
CXTO,2010-10-28 05:00,13.00,7.50,M,M,1003.50,M
CXTO,2010-10-28 06:00,12.80,6.80,M,M,1003.00,M
CXTO,2010-10-28 07:00,12.80,6.00,M,M,1002.70,M
CXTO,2010-10-28 08:00,13.80,4.50,M,M,1002.50,M
CXTO,2010-10-28 09:00,14.90,2.30,M,M,1003.10,M
CXTO,2010-10-28 10:00,14.10,2.50,M,M,1003.80,M
CXTO,2010-10-28 11:00,12.20,3.70,M,M,1005.00,M
CXTO,2010-10-28 12:00,11.40,3.50,M,M,1006.10,M
CXTO,2010-10-28 13:00,10.90,4.00,M,M,1007.30,M
CXTO,2010-10-28 14:00,10.70,3.60,M,M,1008.50,M
CXTO,2010-10-28 15:00,10.90,3.60,M,M,1009.20,M
CXTO,2010-10-28 16:00,10.90,4.20,M,M,1010.00,M
CXTO,2010-10-28 17:00,11.30,5.00,M,M,1010.50,M
CXTO,2010-10-28 18:00,11.10,4.90,M,M,1011.00,M
CXTO,2010-10-28 19:00,11.10,5.30,M,M,1011.50,M
CXTO,2010-10-28 20:00,11.20,4.60,M,M,1012.10,M
CXTO,2010-10-28 21:00,10.50,5.40,M,M,1013.00,M
CXTO,2010-10-28 22:00,9.90,5.40,M,M,1013.60,M
CXTO,2010-10-28 23:00,9.70,5.50,M,M,1014.50,M
